Site 2019
4
44.28571429
0.1428571429
2.428571429
32.57142857
0.8571428571
14.14285714
1.285714286
1.285714286
4.428571429
1.857142857
0.1428571429
13.28571429
0.2857142857
0.8571428571
0.4285714286









 
